iter	Recall	Logloss
935	0.9933333333	0.2166678637
936	0.9933333333	0.2163914161
937	0.9933333333	0.2162403589
938	0.9933333333	0.216199734
939	0.9933333333	0.2161392056
940	0.9933333333	0.2159858845
941	0.9933333333	0.2158291585
942	0.9933333333	0.2155428256
943	0.9933333333	0.2155335622
944	0.9933333333	0.2153554476
945	0.9933333333	0.2153417475
946	0.9933333333	0.2149857801
947	0.9933333333	0.2148567427
948	0.9933333333	0.2147566052
949	0.9933333333	0.2145807434
950	0.9933333333	0.2143943261
951	0.9933333333	0.2143583259
952	0.9933333333	0.214315653
953	0.9933333333	0.21430295
954	0.9933333333	0.2142552529
955	0.9933333333	0.214247048
956	0.9933333333	0.2142419891
957	0.9933333333	0.2140639687
958	0.9933333333	0.2138439491
959	0.9933333333	0.2136115231
960	0.9933333333	0.2133879715
961	0.9933333333	0.213259726
962	0.9933333333	0.2130701692
963	0.9933333333	0.2127240465
964	0.9933333333	0.2125245271
965	0.9933333333	0.2123800123
966	0.9933333333	0.2122132801
967	0.9933333333	0.2120248671
968	0.9933333333	0.2118334427
969	0.9933333333	0.2117926164
970	0.9933333333	0.2116038297
971	0.9933333333	0.2115441618
972	0.9933333333	0.2114521169
973	0.9933333333	0.211268754
974	0.9933333333	0.2110612467
975	0.9933333333	0.2108787052
976	0.9933333333	0.2107551971
977	0.9933333333	0.210567097
978	0.9933333333	0.2105537984
979	0.9933333333	0.2103442467
980	0.9933333333	0.2102492756
981	0.9933333333	0.2099255589
982	0.9933333333	0.209820063
983	0.9933333333	0.2097090238
984	0.9933333333	0.2095020035
985	0.9933333333	0.2094518579
986	0.9933333333	0.209333385
987	0.9933333333	0.2093006942
988	0.9933333333	0.2092878103
989	0.9933333333	0.2091497614
990	0.9933333333	0.2091439049
991	0.9933333333	0.2090088895
992	0.9933333333	0.2086504685
993	0.9933333333	0.2084795731
994	0.9933333333	0.2083719089
995	0.9966666667	0.2080850449
996	0.9966666667	0.2079311883
997	0.9966666667	0.2077662492
998	0.9966666667	0.2076662303
999	0.9966666667	0.2075332596
