iter	Passed	Remaining
232	982	3234
233	985	3225
234	988	3219
235	991	3211
236	995	3205
237	998	3195
238	1000	3186
239	1002	3174
240	1005	3167
241	1009	3163
242	1013	3156
243	1016	3149
244	1019	3140
245	1024	3139
246	1029	3139
247	1033	3132
248	1036	3126
249	1039	3119
250	1043	3112
251	1046	3106
252	1049	3097
253	1054	3097
254	1059	3093
255	1063	3089
256	1065	3081
257	1070	3077
258	1073	3071
259	1077	3066
260	1080	3058
261	1085	3058
262	1089	3052
263	1093	3048
264	1096	3039
265	1100	3037
266	1106	3036
267	1109	3031
268	1112	3023
269	1117	3021
270	1121	3017
271	1126	3016
272	1128	3004
273	1130	2995
274	1134	2990
275	1139	2989
276	1143	2984
277	1148	2982
278	1154	2984
279	1159	2981
280	1162	2973
281	1165	2968
282	1171	2967
283	1174	2959
284	1177	2953
285	1180	2947
286	1184	2941
287	1187	2936
288	1192	2933
289	1195	2927
290	1198	2920
291	1202	2916
292	1204	2906
293	1208	2901
294	1211	2895
295	1217	2894
296	1220	2889
297	1225	2886
298	1228	2880
299	1234	2879
300	1237	2873
301	1241	2869
302	1242	2858
303	1244	2848
304	1248	2844
305	1251	2839
306	1256	2835
307	1258	2827
308	1260	2818
309	1263	2812
310	1272	2818
311	1276	2814
312	1281	2811
313	1285	2807
314	1290	2805
315	1294	2800
316	1298	2798
317	1302	2792
318	1307	2791
319	1311	2787
320	1315	2783
321	1319	2777
322	1323	2774
323	1327	2769
324	1331	2765
325	1335	2761
326	1338	2754
327	1340	2747
328	1345	2744
329	1348	2738
330	1353	2734
331	1355	2726
332	1359	2722
333	1363	2718
334	1367	2714
335	1370	2708
336	1376	2708
337	1379	2701
338	1382	2696
339	1385	2690
340	1389	2686
341	1394	2682
342	1397	2677
343	1400	2670
344	1404	2666
345	1406	2659
346	1411	2655
347	1414	2649
348	1420	2648
349	1423	2643
350	1428	2640
351	1431	2635
352	1436	2632
353	1439	2627
354	1443	2622
355	1445	2615
356	1449	2610
357	1452	2604
358	1457	2601
359	1460	2595
360	1463	2591
361	1465	2583
362	1467	2575
363	1472	2573
364	1474	2564
365	1476	2558
366	1481	2554
367	1483	2547
368	1486	2541
369	1489	2536
370	1492	2529
371	1495	2525
372	1498	2519
373	1502	2514
374	1507	2513
375	1511	2509
376	1516	2506
377	1518	2499
378	1523	2496
379	1526	2490
380	1530	2487
381	1535	2483
382	1539	2479
383	1541	2473
384	1546	2470
385	1549	2465
386	1552	2459
387	1556	2454
388	1558	2447
389	1561	2442
390	1565	2438
391	1570	2435
392	1571	2427
393	1574	2422
394	1578	2418
395	1583	2414
396	1587	2411
397	1589	2404
398	1595	2402
399	1598	2397
400	1603	2394
401	1606	2389
402	1610	2385
403	1613	2380
404	1619	2378
405	1622	2373
406	1627	2370
407	1630	2365
408	1634	2362
409	1641	2362
410	1645	2358
411	1649	2354
412	1653	2350
413	1659	2348
414	1663	2345
415	1667	2340
416	1671	2337
417	1675	2333
418	1681	2331
419	1684	2326
420	1687	2320
421	1691	2317
422	1696	2314
423	1701	2311
424	1705	2307
425	1710	2305
426	1714	2300
427	1718	2296
428	1722	2292
429	1727	2289
430	1730	2283
431	1733	2279
432	1737	2275
433	1742	2273
434	1745	2267
435	1752	2267
436	1757	2264
437	1761	2260
438	1765	2256
439	1769	2251
440	1773	2247
441	1777	2244
442	1781	2239
443	1785	2235
444	1790	2232
445	1793	2227
446	1798	2224
447	1800	2218
448	1803	2213
449	1808	2209
450	1810	2204
451	1815	2201
452	1819	2196
453	1824	2194
454	1827	2189
455	1832	2185
456	1835	2180
457	1838	2175
458	1841	2170
459	1844	2165
460	1848	2161
461	1854	2159
462	1857	2154
463	1861	2150
464	1865	2146
465	1869	2141
466	1874	2139
467	1879	2136
468	1883	2132
469	1888	2129
470	1892	2125
471	1895	2120
472	1900	2118
473	1905	2114
474	1910	2111
475	1913	2106
476	1917	2102
477	1920	2097
478	1924	2093
479	1928	2088
480	1933	2086
481	1936	2081
482	1940	2077
483	1944	2072
484	1950	2070
485	1953	2065
486	1956	2061
487	1960	2056
488	1964	2052
489	1966	2046
490	1969	2041
491	1972	2036
492	1977	2033
493	1982	2031
494	1989	2030
495	1994	2027
496	1999	2023
497	2002	2019
498	2007	2015
499	2012	2012
500	2016	2008
501	2020	2004
502	2023	1999
503	2029	1997
504	2033	1992
505	2037	1989
506	2041	1985
507	2047	1982
508	2050	1977
509	2054	1974
510	2059	1970
511	2064	1967
512	2069	1964
513	2073	1960
514	2077	1956
515	2080	1951
516	2085	1948
517	2089	1944
518	2097	1943
519	2101	1940
520	2108	1938
521	2112	1934
522	2117	1931
523	2121	1927
524	2126	1924
525	2133	1922
526	2138	1919
527	2143	1916
528	2148	1912
529	2156	1912
530	2160	1908
531	2164	1903
532	2168	1899
533	2173	1896
534	2177	1892
535	2181	1888
536	2185	1884
537	2190	1880
538	2195	1877
539	2199	1873
540	2203	1869
541	2207	1865
542	2211	1861
543	2215	1857
544	2219	1853
545	2221	1847
546	2226	1843
547	2231	1840
548	2235	1836
549	2239	1831
550	2243	1827
551	2246	1823
552	2250	1819
553	2253	1814
554	2256	1809
555	2260	1804
556	2263	1800
557	2265	1794
558	2267	1789
559	2269	1782
560	2271	1777
561	2276	1774
562	2278	1768
563	2282	1764
564	2285	1759
565	2288	1755
566	2292	1750
567	2295	1746
568	2299	1741
569	2302	1737
570	2306	1733
571	2310	1729
572	2313	1724
573	2316	1719
574	2319	1714
575	2323	1710
576	2326	1705
577	2329	1701
578	2333	1696
579	2338	1693
580	2340	1688
581	2344	1683
582	2347	1679
583	2350	1674
584	2352	1669
585	2357	1665
586	2360	1660
587	2364	1656
588	2367	1651
589	2370	1647
590	2374	1643
591	2378	1639
592	2381	1634
593	2385	1630
594	2388	1625
595	2393	1622
596	2395	1617
597	2399	1613
598	2403	1609
599	2406	1604
600	2409	1599
601	2413	1595
602	2416	1591
603	2420	1587
604	2424	1582
605	2428	1579
606	2430	1573
607	2434	1569
608	2438	1565
609	2442	1561
610	2446	1557
611	2450	1553
612	2453	1548
613	2458	1545
614	2461	1540
615	2465	1537
616	2468	1532
617	2473	1528
618	2476	1524
619	2480	1520
620	2483	1515
621	2489	1512
622	2492	1508
623	2496	1504
624	2499	1499
625	2504	1496
626	2505	1490
627	2508	1485
628	2512	1481
629	2515	1477
630	2518	1472
631	2521	1468
632	2526	1465
633	2529	1460
634	2535	1457
635	2539	1453
636	2542	1448
637	2545	1444
638	2549	1440
639	2552	1436
640	2556	1431
641	2559	1427
642	2563	1423
643	2566	1418
644	2571	1415
645	2575	1411
646	2580	1407
647	2583	1403
648	2587	1399
649	2590	1394
650	2594	1390
651	2597	1386
652	2601	1382
653	2604	1377
654	2609	1374
655	2611	1369
656	2616	1365
657	2619	1361
658	2622	1357
659	2626	1352
660	2629	1348
661	2632	1343
662	2635	1339
663	2638	1335
664	2642	1331
665	2645	1326
666	2649	1322
667	2652	1318
668	2656	1314
669	2659	1309
670	2663	1306
671	2666	1301
672	2671	1298
673	2674	1293
674	2678	1289
675	2681	1285
676	2685	1281
677	2689	1277
678	2692	1272
679	2696	1268
680	2698	1264
681	2703	1260
682	2708	1256
683	2712	1252
684	2714	1248
685	2718	1244
686	2721	1239
687	2725	1236
688	2729	1231
689	2732	1227
690	2735	1223
691	2739	1219
692	2742	1215
693	2746	1210
694	2749	1206
695	2752	1202
696	2755	1197
697	2759	1193
698	2762	1189
699	2767	1185
700	2770	1181
701	2773	1177
702	2776	1172
703	2779	1168
704	2783	1164
705	2787	1160
706	2790	1156
707	2794	1152
708	2798	1148
709	2802	1144
710	2805	1140
711	2809	1136
712	2812	1132
713	2817	1128
714	2819	1123
715	2823	1120
716	2827	1115
717	2831	1111
718	2833	1107
719	2838	1103
720	2840	1099
721	2844	1095
722	2847	1090
723	2851	1086
724	2853	1082
725	2859	1079
726	2863	1075
727	2868	1071
728	2870	1067
729	2875	1063
730	2878	1059
731	2883	1055
732	2887	1051
733	2891	1047
734	2894	1043
735	2898	1039
736	2902	1035
737	2906	1031
738	2909	1027
739	2912	1023
740	2916	1019
741	2919	1015
742	2922	1010
743	2926	1007
744	2929	1002
745	2935	999
746	2938	995
747	2942	991
748	2946	987
749	2950	983
750	2952	979
751	2956	975
752	2959	970
753	2963	966
754	2966	962
755	2969	958
756	2972	954
757	2976	950
758	2979	946
759	2982	941
760	2985	937
761	2990	933
762	2992	929
763	2996	925
764	2999	921
765	3003	917
766	3006	913
767	3012	909
768	3014	905
769	3019	901
770	3022	897
771	3025	893
772	3028	889
773	3031	885
774	3035	881
775	3040	877
776	3043	873
777	3047	869
778	3051	865
779	3055	861
780	3058	857
781	3063	854
782	3068	850
783	3073	846
784	3078	843
785	3083	839
786	3087	835
787	3092	832
788	3096	828
789	3100	824
790	3103	820
791	3106	815
792	3110	811
793	3113	807
794	3116	803
795	3120	799
796	3124	795
797	3128	791
798	3132	788
799	3135	783
800	3139	780
801	3143	776
802	3148	772
803	3152	768
804	3157	764
805	3160	760
806	3165	757
807	3170	753
808	3174	749
809	3178	745
810	3183	741
811	3186	737
812	3190	733
813	3193	729
814	3198	726
815	3202	722
816	3207	718
817	3210	714
818	3215	710
819	3218	706
820	3222	702
821	3225	698
822	3229	694
823	3232	690
824	3235	686
825	3238	682
826	3242	678
827	3245	674
828	3249	670
829	3252	666
830	3258	662
831	3261	658
832	3267	655
833	3271	651
834	3277	647
835	3280	643
836	3286	639
837	3289	635
838	3292	631
839	3296	627
840	3299	623
841	3302	619
842	3305	615
843	3308	611
844	3312	607
845	3315	603
846	3319	599
847	3322	595
848	3326	591
849	3330	587
850	3334	583
851	3338	579
852	3342	576
853	3345	571
854	3349	568
855	3352	564
856	3357	560
857	3360	556
858	3364	552
859	3367	548
860	3372	544
861	3375	540
862	3380	536
863	3383	532
864	3388	528
865	3391	524
866	3395	520
867	3400	517
868	3403	513
869	3409	509
870	3414	505
871	3417	501
872	3422	497
873	3425	493
874	3429	489
875	3432	485
876	3437	482
877	3440	478
878	3444	474
879	3447	470
880	3451	466
881	3456	462
882	3462	458
883	3465	454
884	3469	450
885	3474	446
886	3479	443
887	3484	439
888	3488	435
889	3491	431
890	3495	427
891	3499	423
892	3504	419
893	3508	416
894	3512	412
895	3516	408
896	3520	404
897	3524	400
898	3529	396
899	3533	392
900	3537	388
901	3541	384
902	3546	381
903	3550	377
904	3555	373
905	3558	369
906	3565	365
907	3568	361
908	3572	357
909	3576	353
910	3585	350
911	3588	346
912	3591	342
913	3596	338
914	3601	334
915	3605	330
916	3609	326
917	3612	322
918	3617	318
919	3621	314
920	3625	310
921	3628	306
922	3631	302
923	3635	298
924	3640	295
925	3644	291
926	3657	288
927	3665	284
928	3671	280
929	3677	276
930	3682	272
931	3686	268
932	3693	265
933	3700	261
934	3705	257
935	3708	253
936	3713	249
937	3717	245
938	3722	241
939	3724	237
940	3728	233
941	3732	229
942	3735	225
943	3740	221
944	3744	217
945	3747	213
946	3753	210
947	3756	206
948	3760	202
949	3763	198
950	3768	194
951	3771	190
952	3775	186
953	3779	182
954	3784	178
955	3787	174
956	3791	170
957	3794	166
958	3798	162
959	3801	158
960	3805	154
961	3809	150
962	3812	146
963	3816	142
964	3819	138
965	3823	134
966	3827	130
967	3831	126
968	3836	122
969	3839	118
970	3844	114
971	3848	110
972	3852	106
973	3856	102
974	3862	99
975	3864	95
976	3869	91
977	3873	87
978	3878	83
979	3881	79
980	3885	75
981	3891	71
982	3895	67
983	3899	63
984	3903	59
985	3906	55
986	3910	51
987	3913	47
988	3917	43
989	3920	39
990	3924	35
991	3927	31
992	3931	27
993	3934	23
994	3938	19
995	3941	15
996	3945	11
997	3948	7
998	3954	3
999	3958	0
